Common_Name,Genus,Species,Scientific_Name,Count,Location,Date,Time
American Coot,Fulica,americana,Fulica americana,2,Riverlands Migratory Bird Sanctuary,12/27/2023,9:59 AM
American Coot,Fulica,americana,Fulica americana,1,Riverlands Migratory Bird Sanctuary,12/27/2024,1:30 PM
American Coot,Fulica,americana,Fulica americana,50,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
American Coot,Fulica,americana,Fulica americana,X,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Black-necked Stilt,Himantopus,mexicanus,Himantopus mexicanus,1,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Black-necked Stilt,Himantopus,mexicanus,Himantopus mexicanus,2,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Black-necked Stilt,Himantopus,mexicanus,Himantopus mexicanus,2,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Black-necked Stilt,Himantopus,mexicanus,Himantopus mexicanus,2,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Black-bellied Plover,Pluvialis,squatarola,Pluvialis squatarola,5,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Black-bellied Plover,Pluvialis,squatarola,Pluvialis squatarola,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Killdeer,Charadrius,vociferus,Charadrius vociferus,7,Beaver Marsh Preserve,11/24/2023,7:50 AM
Killdeer,Charadrius,vociferus,Charadrius vociferus,2,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Killdeer,Charadrius,vociferus,Charadrius vociferus,2,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Killdeer,Charadrius,vociferus,Charadrius vociferus,2,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Wilson's Plover,Anarhynchus,wilsonia,Anarhynchus wilsonia,1,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Whimbrel,Numenius,phaeopus,Numenius phaeopus,5,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,8:58 AM
Long-billed Curlew,Numenius,americanus,Numenius americanus,12,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,8:58 AM
Long-billed Curlew,Numenius,americanus,Numenius americanus,15,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Short-billed Dowitcher,Limnodromus,griseus,Limnodromus griseus,4,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Short-billed Dowitcher,Limnodromus,griseus,Limnodromus griseus,2,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Spotted Sandpiper,Actitis,macularius,Actitis macularius,1,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Spotted Sandpiper,Actitis,macularius,Actitis macularius,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Spotted Sandpiper,Actitis,macularius,Actitis macularius,2,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Spotted Sandpiper,Actitis,macularius,Actitis macularius,3,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Willet,Tringa,semipalmata,Tringa semipalmata,3,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Willet,Tringa,semipalmata,Tringa semipalmata,1,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Willet,Tringa,semipalmata,Tringa semipalmata,2,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Willet,Tringa,semipalmata,Tringa semipalmata,3,"101 Carolina Beach Avenue North, Carolina Beach, North Carolina, US (34.032, -77.892)",9/21/2024,3:20 PM
Ruddy Turnstone,Arenaria,interpres,Arenaria interpres,4,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Ruddy Turnstone,Arenaria,interpres,Arenaria interpres,1,Fort Macon SP--Beach,4/13/2025,11:22 AM
Ruddy Turnstone,Arenaria,interpres,Arenaria interpres,2,"101 Carolina Beach Avenue North, Carolina Beach, North Carolina, US (34.032, -77.892)",9/21/2024,3:20 PM
Red Knot,Calidris,canutus,Calidris canutus,2,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Stilt Sandpiper,Calidris,himantopus,Calidris himantopus,55,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Sanderling,Calidris,alba,Calidris alba,6,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,8:58 AM
Sanderling,Calidris,alba,Calidris alba,10,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Sanderling,Calidris,alba,Calidris alba,10,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Sanderling,Calidris,alba,Calidris alba,10,Fort Macon SP--Beach,4/13/2025,11:22 AM
Sanderling,Calidris,alba,Calidris alba,3,"101 Carolina Beach Avenue North, Carolina Beach, North Carolina, US (34.032, -77.892)",9/21/2024,3:20 PM
Dunlin,Calidris,alpina,Calidris alpina,5,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Dunlin,Calidris,alpina,Calidris alpina,3,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Least Sandpiper,Calidris,minutilla,Calidris minutilla,5,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Least Sandpiper,Calidris,minutilla,Calidris minutilla,7,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
Least Sandpiper,Calidris,minutilla,Calidris minutilla,42,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,1:38 PM
Least Sandpiper,Calidris,minutilla,Calidris minutilla,5,Beaver Marsh Preserve,11/24/2023,7:50 AM
Least Sandpiper,Calidris,minutilla,Calidris minutilla,4,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Bonaparte's Gull,Chroicocephalus,philadelphia,Chroicocephalus philadelphia,2,Fort Macon SP--Beach,4/13/2025,11:22 AM
Laughing Gull,Leucophaeus,atricilla,Leucophaeus atricilla,5,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,8:58 AM
Laughing Gull,Leucophaeus,atricilla,Leucophaeus atricilla,12,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Laughing Gull,Leucophaeus,atricilla,Leucophaeus atricilla,50,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Laughing Gull,Leucophaeus,atricilla,Leucophaeus atricilla,50,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Laughing Gull,Leucophaeus,atricilla,Leucophaeus atricilla,50,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Laughing Gull,Leucophaeus,atricilla,Leucophaeus atricilla,22,Fort Macon SP--Beach,4/13/2025,11:22 AM
Laughing Gull,Leucophaeus,atricilla,Leucophaeus atricilla,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Laughing Gull,Leucophaeus,atricilla,Leucophaeus atricilla,16,"101 Carolina Beach Avenue North, Carolina Beach, North Carolina, US (34.032, -77.892)",9/21/2024,3:20 PM
Laughing Gull,Leucophaeus,atricilla,Leucophaeus atricilla,80,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Franklin's Gull,Leucophaeus,pipixcan,Leucophaeus pipixcan,2,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Ring-billed Gull,Larus,delawarensis,Larus delawarensis,10,Fort Macon SP--Beach,4/13/2025,11:22 AM
Ring-billed Gull,Larus,delawarensis,Larus delawarensis,25,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
Ring-billed Gull,Larus,delawarensis,Larus delawarensis,50,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,1:38 PM
Ring-billed Gull,Larus,delawarensis,Larus delawarensis,2,Beaver Marsh Preserve,11/24/2023,7:50 AM
Ring-billed Gull,Larus,delawarensis,Larus delawarensis,9,Duke University--Reclamation Pond,1/16/2024,9:07 AM
Ring-billed Gull,Larus,delawarensis,Larus delawarensis,6,Riverlands Migratory Bird Sanctuary,12/27/2023,11:45 AM
Ring-billed Gull,Larus,delawarensis,Larus delawarensis,13,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
American Herring Gull,Larus,smithsonianus,Larus smithsonianus,4,Fort Macon SP--Beach,4/13/2025,11:22 AM
American Herring Gull,Larus,smithsonianus,Larus smithsonianus,12,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
American Herring Gull,Larus,smithsonianus,Larus smithsonianus,8,Riverlands Migratory Bird Sanctuary,12/27/2023,9:59 AM
American Herring Gull,Larus,smithsonianus,Larus smithsonianus,1,Riverlands Migratory Bird Sanctuary,12/27/2023,11:45 AM
Great Black-backed Gull,Larus,marinus,Larus marinus,1,Fort Macon SP--Beach,4/13/2025,11:22 AM
gull sp.,Larinae,sp.,Larinae sp.,30,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
gull sp.,Larinae,sp.,Larinae sp.,10,Frontier Park,12/26/2023,3:47 PM
gull sp.,Larinae,sp.,Larinae sp.,1,Riverlands Migratory Bird Sanctuary,12/27/2024,1:30 PM
gull sp.,Larinae,sp.,Larinae sp.,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Black Skimmer,Rynchops,niger,Rynchops niger,3,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Black Skimmer,Rynchops,niger,Rynchops niger,2,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Least Tern,Sternula,antillarum,Sternula antillarum,2,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Least Tern,Sternula,antillarum,Sternula antillarum,12,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Least Tern,Sternula,antillarum,Sternula antillarum,3,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Gull-billed Tern,Gelochelidon,nilotica,Gelochelidon nilotica,1,Falcon State Park--Butterfly Garden (Starr Co.),4/26/2025,4:39 PM
Caspian Tern,Hydroprogne,caspia,Hydroprogne caspia,1,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Caspian Tern,Hydroprogne,caspia,Hydroprogne caspia,4,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Caspian Tern,Hydroprogne,caspia,Hydroprogne caspia,3,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Caspian Tern,Hydroprogne,caspia,Hydroprogne caspia,3,Fort Macon SP--Beach,4/13/2025,11:22 AM
Caspian Tern,Hydroprogne,caspia,Hydroprogne caspia,7,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Forster's Tern,Sterna,forsteri,Sterna forsteri,3,Falcon State Park--Butterfly Garden (Starr Co.),4/26/2025,4:39 PM
Forster's Tern,Sterna,forsteri,Sterna forsteri,2,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Common Tern,Sterna,hirundo,Sterna hirundo,1,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Common Tern,Sterna,hirundo,Sterna hirundo,5,Fort Macon SP--Beach,4/13/2025,11:22 AM
Sterna sp.,Sterna,sp.,Sterna sp.,22,Fort Macon SP--Beach,4/13/2025,11:22 AM
Sandwich Tern,Thalasseus,sandvicensis,Thalasseus sandvicensis,1,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Sandwich Tern,Thalasseus,sandvicensis,Thalasseus sandvicensis,7,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Sandwich Tern,Thalasseus,sandvicensis,Thalasseus sandvicensis,2,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Sandwich Tern,Thalasseus,sandvicensis,Thalasseus sandvicensis,3,Fort Macon SP--Beach,4/13/2025,11:22 AM
Royal Tern,Thalasseus,maximus,Thalasseus maximus,2,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Royal Tern,Thalasseus,maximus,Thalasseus maximus,20,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Royal Tern,Thalasseus,maximus,Thalasseus maximus,3,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Royal Tern,Thalasseus,maximus,Thalasseus maximus,3,"101 Carolina Beach Avenue North, Carolina Beach, North Carolina, US (34.032, -77.892)",9/21/2024,3:20 PM
Least Grebe,Tachybaptus,dominicus,Tachybaptus dominicus,2,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Wood Stork,Mycteria,americana,Mycteria americana,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Wood Stork,Mycteria,americana,Mycteria americana,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Anhinga,Anhinga,anhinga,Anhinga anhinga,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Double-crested Cormorant,Nannopterum,auritum,Nannopterum auritum,6,Fort Macon SP--Beach,4/13/2025,11:22 AM
Double-crested Cormorant,Nannopterum,auritum,Nannopterum auritum,13,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,11:39 AM
Double-crested Cormorant,Nannopterum,auritum,Nannopterum auritum,22,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
Double-crested Cormorant,Nannopterum,auritum,Nannopterum auritum,70,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,1:38 PM
Double-crested Cormorant,Nannopterum,auritum,Nannopterum auritum,1,Sandy Creek Park,6/1/2024,8:08 AM
Double-crested Cormorant,Nannopterum,auritum,Nannopterum auritum,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Double-crested Cormorant,Nannopterum,auritum,Nannopterum auritum,4,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Double-crested Cormorant,Nannopterum,auritum,Nannopterum auritum,6,England Parkway Pond,12/22/2024,2:21 PM
Neotropic Cormorant,Nannopterum,brasilianum,Nannopterum brasilianum,2,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Neotropic Cormorant,Nannopterum,brasilianum,Nannopterum brasilianum,1,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Neotropic Cormorant,Nannopterum,brasilianum,Nannopterum brasilianum,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Neotropic Cormorant,Nannopterum,brasilianum,Nannopterum brasilianum,10,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,1:38 PM
Neotropic Cormorant,Nannopterum,brasilianum,Nannopterum brasilianum,2,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Neotropic Cormorant,Nannopterum,brasilianum,Nannopterum brasilianum,55,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Double-crested/Neotropic Cormorant,Nannopterum,auritum/brasilianum,Nannopterum auritum/brasilianum,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Double-crested/Neotropic Cormorant,Nannopterum,auritum/brasilianum,Nannopterum auritum/brasilianum,20,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,1:38 PM
White Ibis,Eudocimus,albus,Eudocimus albus,7,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
White Ibis,Eudocimus,albus,Eudocimus albus,1,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
White Ibis,Eudocimus,albus,Eudocimus albus,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
White Ibis,Eudocimus,albus,Eudocimus albus,40,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
White Ibis,Eudocimus,albus,Eudocimus albus,6,Lake Maria Sanchez,1/17/2025,7:46 AM
White Ibis,Eudocimus,albus,Eudocimus albus,3,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
White-faced Ibis,Plegadis,chihi,Plegadis chihi,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
White-faced Ibis,Plegadis,chihi,Plegadis chihi,5,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Roseate Spoonbill,Platalea,ajaja,Platalea ajaja,3,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Roseate Spoonbill,Platalea,ajaja,Platalea ajaja,3,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Roseate Spoonbill,Platalea,ajaja,Platalea ajaja,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Black-crowned Night Heron,Nycticorax,nycticorax,Nycticorax nycticorax,3,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,11:39 AM
Black-crowned Night Heron,Nycticorax,nycticorax,Nycticorax nycticorax,12,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
Little Blue Heron,Egretta,caerulea,Egretta caerulea,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Little Blue Heron,Egretta,caerulea,Egretta caerulea,8,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Little Blue Heron,Egretta,caerulea,Egretta caerulea,2,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Little Blue Heron,Egretta,caerulea,Egretta caerulea,2,Lake Maria Sanchez,1/17/2025,7:46 AM
Tricolored Heron,Egretta,tricolor,Egretta tricolor,1,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Tricolored Heron,Egretta,tricolor,Egretta tricolor,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Reddish Egret,Egretta,rufescens,Egretta rufescens,1,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Reddish Egret,Egretta,rufescens,Egretta rufescens,2,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Snowy Egret,Egretta,thula,Egretta thula,2,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Snowy Egret,Egretta,thula,Egretta thula,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Snowy Egret,Egretta,thula,Egretta thula,2,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Snowy Egret,Egretta,thula,Egretta thula,15,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Green Heron,Butorides,virescens,Butorides virescens,5,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Green Heron,Butorides,virescens,Butorides virescens,1,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Green Heron,Butorides,virescens,Butorides virescens,4,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Green Heron,Butorides,virescens,Butorides virescens,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Western Cattle-Egret,Ardea,ibis,Ardea ibis,5,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Western Cattle-Egret,Ardea,ibis,Ardea ibis,2,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Western Cattle-Egret,Ardea,ibis,Ardea ibis,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Great Egret,Ardea,alba,Ardea alba,4,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,8:58 AM
Great Egret,Ardea,alba,Ardea alba,2,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Great Egret,Ardea,alba,Ardea alba,4,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Great Egret,Ardea,alba,Ardea alba,1,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Great Egret,Ardea,alba,Ardea alba,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Great Egret,Ardea,alba,Ardea alba,1,Fort Macon SP--Beach,4/13/2025,11:22 AM
Great Egret,Ardea,alba,Ardea alba,1,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,11:39 AM
Great Egret,Ardea,alba,Ardea alba,30,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Great Egret,Ardea,alba,Ardea alba,5,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Great Egret,Ardea,alba,Ardea alba,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Great Egret,Ardea,alba,Ardea alba,12,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Great Egret,Ardea,alba,Ardea alba,1,England Parkway Pond,12/22/2024,2:21 PM
Gray Heron,Ardea,cinerea,Ardea cinerea,1,"Conakry, GN",7/3/2023,6:30 PM
Gray Heron,Ardea,cinerea,Ardea cinerea,X,Soulemania,7/1/2023,
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Beaver Marsh Preserve,11/24/2023,7:50 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,4,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,5,Sandy Creek Park,6/1/2024,8:08 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Leitner Drive/Holiday Inn Express Wetlands,2/9/2025,11:49 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Riverlands Migratory Bird Sanctuary,12/27/2023,11:45 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Riverlands Migratory Bird Sanctuary,12/27/2024,11:19 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,England Parkway Pond,12/22/2024,2:21 PM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Great Blue Heron,Ardea,herodias,Ardea herodias,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
American White Pelican,Pelecanus,erythrorhynchos,Pelecanus erythrorhynchos,15,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,11:39 AM
American White Pelican,Pelecanus,erythrorhynchos,Pelecanus erythrorhynchos,20,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
American White Pelican,Pelecanus,erythrorhynchos,Pelecanus erythrorhynchos,34,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,1:38 PM
American White Pelican,Pelecanus,erythrorhynchos,Pelecanus erythrorhynchos,35,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Brown Pelican,Pelecanus,occidentalis,Pelecanus occidentalis,1,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Brown Pelican,Pelecanus,occidentalis,Pelecanus occidentalis,9,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Brown Pelican,Pelecanus,occidentalis,Pelecanus occidentalis,1,South Padre Is.--County Park mudflats N. of Conv Ctr.,4/28/2025,11:56 AM
Brown Pelican,Pelecanus,occidentalis,Pelecanus occidentalis,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Brown Pelican,Pelecanus,occidentalis,Pelecanus occidentalis,20,Fort Macon SP--Beach,4/13/2025,11:22 AM
Brown Pelican,Pelecanus,occidentalis,Pelecanus occidentalis,9,"101 Carolina Beach Avenue North, Carolina Beach, North Carolina, US (34.032, -77.892)",9/21/2024,3:20 PM
Brown Pelican,Pelecanus,occidentalis,Pelecanus occidentalis,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Black Vulture,Coragyps,atratus,Coragyps atratus,X,Dallas,7/16/2023,
Black Vulture,Coragyps,atratus,Coragyps atratus,1,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,11:39 AM
Black Vulture,Coragyps,atratus,Coragyps atratus,1,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,1:38 PM
Black Vulture,Coragyps,atratus,Coragyps atratus,1,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Black Vulture,Coragyps,atratus,Coragyps atratus,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Black Vulture,Coragyps,atratus,Coragyps atratus,2,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Black Vulture,Coragyps,atratus,Coragyps atratus,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Black Vulture,Coragyps,atratus,Coragyps atratus,3,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Black Vulture,Coragyps,atratus,Coragyps atratus,20,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Black Vulture,Coragyps,atratus,Coragyps atratus,2,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Black Vulture,Coragyps,atratus,Coragyps atratus,16,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,2,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
